country	type	tier	name	HP	front	sides	rear	view	tfront	tsides	trear	reload	clip_count	clip_rate	shell1_type	shell1_pierce	shell1_damage	shell2_type	shell2_pierce	shell2_damage	shell3_type	shell3_pierce	shell3_damage
usa	HT	8	T26E5 Patriot	1500	152.4	76.2	50.8	390	190.5	114.3	127	4	-	-	APCR	230	240	APCR	259	240	HE	45	320
usa	HT	8	T32	1550	127	76	51	400	298	197	152	7.6	-	-	AP	170	240	APCR	258	240	HE	45	320
usa	HT	8	T32	1550	127	76	51	400	298	197	152	9.4	-	-	AP	198	320	APCR	245	320	HE	53	420
ussr	HT	8	IS-6	1550	100	100	60	350	150	150	100	12.3	-	-	AP	175	390	APCR	217	390	HE	61	530
ussr	HT	8	IS-3	1500	110	90	60	350	249	172	100	13.2	-	-	AP	225	390	APCR	265	390	HE	68	530
ussr	HT	8	IS-3A	1550	110	90	60	350	249	172	100	12.3	-	-	APCR	221	390	HEAT	270	390	HE	61	530
ussr	HT	8	KV-5	1780	180	150	140	350	180	180	180	8.5	-	-	AP	167	300	APCR	219	300	HE	54	360
ussr	HT	8	KV-4	1700	180	150	90	350	180	150	140	8.8	-	-	AP	227	320	APCR	289	320	HE	62	420
ussr	HT	8	IS-5 (Object 730)	1550	120	120	60	360	201	129	90	12.3	-	-	APCR	221	390	HEAT	270	390	HE	61	530
ussr	HT	8	Object 252U	1500	130	100	90	350	250	150	100	12	-	-	AP	225	440	APCR	265	440	HE	68	530
ussr	HT	8	Object 252U Defender	1500	130	100	90	350	250	150	100	12	-	-	AP	225	440	APCR	265	440	HE	68	530
ussr	HT	8	IS-6 B	1550	100	100	60	350	150	150	100	12.3	-	-	AP	175	390	APCR	217	390	HE	61	530
ussr	HT	8	KV-4 by Kreslavskiy	1500	180	125	90	360	180	160	100	8.8	-	-	AP	227	320	APCR	289	320	HE	62	420
china	LT	8	WZ-132	1100	50	25	20	380	55	35	20	8	-	-	AP	189	250	APCR	225	250	HE	50	330
france	LT	8	Bat.-Châtillon 12 t	1000	40	20	20	380	25	25	25	4	-	-	AP	170	170	APCR	210	170	HE	38	260
germany	LT	8	leKpz M 41 90 mm GF	1100	25.4	25.4	19.1	400	25.4	25.4	25.4	4	-	-	AP	182	240	HEAT	250	240	HE	102	320
germany	LT	8	HWK 12	1100	14.5	14.5	14.5	410	15	10	10	7	-	-	AP	180	240	HEAT	250	240	HE	45	320
usa	LT	8	M41 Walker Bulldog	1000	25.4	25.4	19.1	400	25.4	25.4	25.4	3.2	-	-	APCR	175	170	HEAT	210	170	HE	38	260
ussr	LT	8	LTTB	1050	90	45	40	380	90	75	52	5.8	-	-	AP	170	180	APCR	216	180	HE	44	300
china	MT	8	T-34-3	1300	90	50	50	380	190	120	60	12.3	-	-	AP	175	390	HEAT	250	390	HE	61	530
china	MT	8	59-Patton	1400	100	80	45	400	177.8	76.2	50.8	7.5	-	-	AP	190	240	HEAT	250	240	HE	45	320
china	MT	8	T-34-2	1300	70	45	45	380	180	120	60	8	-	-	AP	181	250	APCR	241	250	HE	50	330
china	MT	8	T-34-2	1300	70	45	45	380	180	120	60	12.3	-	-	AP	175	390	HEAT	250	390	HE	61	530
china	MT	8	Type 59	1300	100	80	45	380	200	130	60	8	-	-	AP	181	250	APCR	241	250	HE	50	330
czech	MT	8	TVP VTU Koncept	1450	65	40	30	380	65	40	40	4	-	-	AP	188	320	APCR	235	320	HE	53	420
czech	MT	8	TVP VTU Koncept	1450	65	40	30	380	65	40	40	4	-	-	AP	194	240	APCR	237	240	HE	44	295
france	MT	8	AMX Chasseur de chars	1400	30	20	20	390	30	20	20	7.4	-	-	AP	212	240	APCR	259	240	HE	45	320
france	MT	8	Lorraine 40 t	1300	40	30	25	380	45	30	20	4	-	-	AP	232	300	APCR	263	300	HE	50	400
france	MT	8	M4A1 Revalorisé	1400	50.8	38.1	38.1	390	63.5	63.5	63.5	9.7	-	-	APCR	200	390	HEAT	250	390	HE	53	480
germany	MT	8	Schwarzpanzer 58	1300	90	30	40	380	120	65	40	7.5	-	-	AP	212	240	APCR	259	240	HE	45	320
germany	MT	8	Indien-Panzer	1300	90	90	45	380	90	90	45	7.7	-	-	AP	203	240	APCR	237	240	HE	44	295
germany	MT	8	Indien-Panzer	1300	90	90	45	380	90	90	45	7.5	-	-	AP	212	240	APCR	259	240	HE	45	320
germany	MT	8	Panzer 58	1300	90	30	40	380	120	65	40	7.5	-	-	AP	212	240	APCR	259	240	HE	45	320
germany	MT	8	Panzer 58 Mutz	1300	90	30	40	380	120	65	40	7.5	-	-	AP	212	240	APCR	259	240	HE	45	320
germany	MT	8	"Panther mit 8,8 cm L/71"	1500	85	50	40	390	120	60	60	6.9	-	-	AP	203	240	APCR	237	240	HE	44	295
germany	MT	8	Panther II	1500	100	60	40	390	120	60	60	6.8	-	-	AP	223	240	APCR	261	240	HE	44	295
japan	MT	8	STA-1	1450	45	35	25	390	70	60	35	7.5	-	-	AP	218.7	240	HEAT	275	240	HE	45	320
japan	MT	8	STA-2	1420	45	35	25	380	70	60	35	7.5	-	-	AP	212	240	HEAT	275	240	HE	45	320
sweden	MT	8	Strv 81	1450	76.2	50.8	38.1	400	254	88.9	88.9	3	-	-	APCR	226	230	APCR	258	230	HE	42	280
uk	MT	8	Centurion Mk. I	1450	76.2	50.8	38.1	400	152.4	88.9	88.9	3.2	-	-	AP	226	230	APCR	258	230	HE	42	280
uk	MT	8	FV4202	1400	50.8	50.8	31.8	390	170	90	90	3.2	-	-	AP	226	230	APCR	258	230	HE	42	280
uk	MT	8	Chieftain/T95	1400	85	50.8	25.4	380	254	88.9	50.8	4	-	-	AP	202	240	APCR	238	240	HE	45	320
usa	MT	8	T69	1350	101.6	76.2	38.1	400	152.4	76.2	114.3	7.5	-	-	AP	181	240	HEAT	250	240	HE	45	320
usa	MT	8	M26 Pershing	1440	101.6	76.2	50.8	400	127	76.2	63.5	7.6	-	-	AP	190	240	APCR	268	240	HE	45	320
usa	MT	8	T25 Pilot Number 1	1450	76.2	50.8	38.1	390	76.2	63.5	63.5	4	-	-	AP	192	240	APCR	243	240	HE	45	320
usa	MT	8	M46 Patton KR	1450	101.6	76.2	50.8	390	127	76.2	76.2	4	-	-	AP	192	240	APCR	243	240	HE	45	320
usa	MT	8	T95E2	1500	114.3	50.8	19	400	177.8	76.2	50.8	7.5	-	-	AP	181	240	HEAT	250	240	HE	45	320
usa	MT	8	T26E4 SuperPershing	1500	101.6	76.2	50.8	390	101.6	76.2	76.2	7.6	-	-	AP	192	240	APCR	258	240	HE	45	320
ussr	MT	8	T-54 first prototype	1300	120	90	45	360	180	120	75	8	-	-	AP	183	250	APCR	235	250	HE	50	330
ussr	MT	8	T-44	1300	90	75	45	380	120	100	100	15.4	-	-	AP	175	390	APCR	217	390	HE	61	530
ussr	MT	8	Object 416	1200	75	45	45	380	110	75	45	6.8	-	-	AP	201	320	HEAT	330	320	HE	50	420
ussr	MT	8	Т-44-100	1350	90	75	45	380	120	100	100	4	-	-	AP	183	250	APCR	235	250	HE	50	330
ussr	MT	8	T-44-100 (R)	1350	90	75	45	380	120	100	100	4	-	-	AP	183	250	APCR	235	250	HE	50	330
france	SPG	8	Lorraine 155 mle. 51	390	40	30	25	270	-	-	-	16	-	-	HE	45	750	HE	45	750	-	-	-
germany	SPG	8	G.W. Tiger (P)	440	100	80	16	290	-	-	-	40.2	-	-	HE	53	1100	HE	53	1100	-	-	-
uk	SPG	8	FV207	430	50.8	50.8	50.8	265	-	-	-	15.8	-	-	-	-	-	-	-	-	-	-	-
usa	SPG	8	M40/M43	400	108	12.7	12.7	290	-	-	-	35.4	-	-	HE	52	1050	HE	52	1050	-	-	-
ussr	SPG	8	SU-14-2	410	50	30	20	260	-	-	-	43.4	-	-	HE	52	1050	HE	52	1050	-	-	-
france	TD	8	AMX AC mle. 48	1000	150	40	40	370	-	-	-	9.1	-	-	AP	257	400	APCR	325	400	HE	65	515
germany	TD	8	Rheinmetall Skorpion G	1150	30	16	20	360	-	-	-	11.8	-	-	AP	246	490	APCR	311	490	HE	65	630
germany	TD	8	Ferdinand	1500	200	80	80	370	-	-	-	11.8	-	-	AP	246	490	APCR	311	490	HE	65	630
germany	TD	8	Rhm.-Borsig Waffenträger	1100	20	10	8	360	-	-	-	11.8	-	-	AP	246	490	APCR	311	490	HE	65	630
germany	TD	8	Rhm.-Borsig Waffenträger	1100	20	10	8	360	-	-	-	18.8	-	-	AP	215	750	HEAT	334	750	HE	85	950
germany	TD	8	Kanonenjagdpanzer	1200	30	30	8	360	-	-	-	7	-	-	AP	238	240	HEAT	250	240	HE	102	320
germany	TD	8	"8,8 cm Pak 43 Jagdtiger"	1300	250	80	80	390	-	-	-	6.8	-	-	AP	203	240	APCR	237	240	HE	44	295
germany	TD	8	Jagdpanther II	1150	100	60	40	360	-	-	-	11.8	-	-	AP	246	490	APCR	311	490	HE	65	630
germany	TD	8	Rheinmetall Skorpion	1150	30	16	20	360	-	-	-	11.8	-	-	AP	246	490	APCR	311	490	HE	65	630
sweden	TD	8	UDES 03	1000	20	20	20	350	-	-	-	7.5	-	-	APCR	288	390	APCR	330	390	HE	53	480
sweden	TD	8	Strv S1	1000	30	30	30	350	-	-	-	7.5	-	-	APCR	288	390	APCR	330	390	HE	53	480
uk	TD	8	AT 15	1450	228.6	152.4	101.6	370	-	-	-	3.2	-	-	AP	226	230	APCR	258	230	HE	42	280
uk	TD	8	Charioteer	1050	63.5	46	38.1	370	-	-	-	7.5	-	-	APCR	268	390	HE	105	480	HE	210	480
usa	TD	8	T28 Prototype	1150	203.2	50.8	50.8	380	-	-	-	10	-	-	AP	248	400	APCR	297	400	HE	60	515
usa	TD	8	T28	1500	254	50.8	50.8	370	-	-	-	10	-	-	AP	248	400	APCR	297	400	HE	60	515
ussr	TD	8	KV-4 KTTS	1200	200	125	125	350	-	-	-	8.8	-	-	AP	227	320	APCR	289	320	HE	62	420
ussr	TD	8	ISU-130	1000	90	90	60	380	-	-	-	13.5	-	-	AP	187	570	AP	215	490	HE	65	640
ussr	TD	8	ISU-152	1010	90	90	60	350	-	-	-	17.6	-	-	AP	286	750	APCR	329	750	HE	90	950
ussr	TD	8	SU-101	990	120	90	40	380	-	-	-	12.5	-	-	AP	258	440	HEAT	340	440	HE	68	530
china	HT	9	WZ-111 model 1-4	1850	120	120	60	400	230	120	60	15.4	-	-	AP	244	490	HEAT	340	490	HE	65	640
france	HT	9	AMX 50 120	1750	100	80	60	390	100	80	60	10.2	-	-	AP	257	400	APCR	325	400	HE	65	515
germany	HT	9	VK 45.02 (P) Ausf. B	1950	200	120	100	400	265	160	160	14.7	-	-	AP	246	490	APCR	311	490	HE	65	630
germany	HT	9	Mäuschen	2300	200	155	135	400	240	160	150	14.7	-	-	AP	246	490	APCR	311	490	HE	65	630
germany	HT	9	E 75	1920	160	120	120	400	252	160	160	14.7	-	-	AP	246	490	APCR	311	490	HE	65	630
japan	HT	9	Type 4 Heavy	2050	250	140	150	390	250	200	200	20	-	-	HE	75	1400	HE	75	1100	-	-	-
japan	HT	9	Type 4 Heavy	2050	250	140	150	390	250	200	200	13.5	-	-	AP	249	600	AP	282	600	HE	70	770
sweden	HT	9	Emil II	1700	80	60	30	380	215	60	30	10	-	-	APCR	252	400	HEAT	300	400	HE	60	515
uk	HT	9	Conqueror	1950	130	50.8	38.1	400	254	88.9	69.9	9.9	-	-	AP	259	400	APCR	326	400	HE	120	515
usa	HT	9	M103	1850	228.6	44.5	44.5	390	254	99.1	53.3	10.9	-	-	AP	258	400	HEAT	340	400	HE	60	515
ussr	HT	9	ST-I	1900	140	140	100	380	250	160	160	12.5	-	-	AP	258	440	HEAT	340	440	HE	68	530
ussr	HT	9	T-10	1800	120	120	60	400	250	201	90	12.5	-	-	AP	258	440	HEAT	340	440	HE	68	530
china	LT	9	WZ-132A	1250	50	25	20	390	55	35	20	8	-	-	AP	220	320	APCR	248	320	HE	50	420
china	LT	9	WZ-132A	1250	50	25	20	390	55	35	20	8	-	-	AP	189	250	APCR	225	250	HE	50	330
france	LT	9	AMX 13 90	1200	50	20	15	380	40	20	20	8	-	-	APCR	205	240	APCR	248	240	HE	45	320
germany	LT	9	Spähpanzer Ru 251	1400	25	20	8	410	20	20	20	7	-	-	APCR	215	240	HEAT	250	240	HE	102	320
usa	LT	9	T49	1400	25.4	25.4	19.1	410	38.1	15.9	15.9	20	-	-	HEAT	152	700	HE	76	910	HE	85	910
ussr	LT	9	T-54 ltwt.	1300	80	60	45	390	180	120	60	8.5	-	-	AP	175	250	APCR	235	250	HE	50	330
ussr	LT	9	T-54 ltwt.	1300	80	60	45	390	180	120	60	8	-	-	APCR	208	250	APCR	235	250	HE	50	330
china	MT	9	WZ-120	1650	100	80	45	390	220	160	65	12.3	-	-	AP	249	440	HEAT	340	440	HE	68	530
czech	MT	9	�_koda T 50	1650	65	40	40	400	120	80	60	4	-	-	APCR	248	320	HEAT	310	320	HE	50	420
france	MT	9	Bat.-Châtillon 25 t AP	1600	30	25	20	380	25	25	20	4	-	-	AP	200	240	HEAT	250	240	HE	45	320
france	MT	9	Bat.-Châtillon 25 t AP	1600	30	25	20	380	25	25	20	9.1	-	-	AP	232	300	APCR	263	300	HE	50	400
france	MT	9	AMX 30 1er prototype	1650	80	30	30	390	80	40	30	10.2	-	-	APCR	260	390	HEAT	320	390	HE	53	480
germany	MT	9	T 55A	1700	100	80	45	395	200	160	65	8	-	-	AP	201	320	HEAT	330	320	HE	50	420
germany	MT	9	Leopard Prototyp A	1700	70	35	25	400	52	60	60	7.5	-	-	APCR	268	390	HEAT	330	390	HE	53	480
germany	MT	9	E 50	1750	150	80	80	400	185	80	80	9.7	-	-	AP	220	390	APCR	270	390	HE	60	510
germany	MT	9	E 50	1750	150	80	80	400	185	80	80	6.8	-	-	AP	223	240	APCR	261	240	HE	44	295
japan	MT	9	Type 61	1700	55	35	25	400	70	60	35	7.5	-	-	APCR	258	390	HEAT	330	390	HE	53	480
uk	MT	9	Centurion Mk. 7/1	1720	120.7	50.8	31.8	410	152.4	88.9	88.9	7.5	-	-	APCR	268	390	HE	105	480	HE	210	480
usa	MT	9	T54E1	1750	152.4	76.2	38.1	400	127	69.9	50.8	8.5	-	-	AP	210	390	APCR	255	390	-	-	-
usa	MT	9	M46 Patton	1700	101.6	76.2	50.8	410	101.6	63.5	76.2	8.8	-	-	AP	218	390	APCR	265	390	HE	53	480
ussr	MT	9	Object 430 Version II	1700	120	80	40	390	248	185	63	8.1	-	-	AP	219	320	HEAT	330	320	HE	50	420
ussr	MT	9	Object 430 Version II	1700	120	80	40	390	248	185	63	6.8	-	-	AP	201	320	HEAT	330	320	HE	50	420
ussr	MT	9	T-54	1650	120	80	45	390	200	160	65	8	-	-	AP	201	320	HEAT	330	320	HE	50	420
ussr	MT	9	T-54	1650	120	80	45	390	200	160	65	8.1	-	-	AP	219	320	HEAT	330	320	HE	50	420
france	SPG	9	Bat.-Châtillon 155 55	440	101.6	76.2	50.8	270	-	-	-	17.8	-	-	HE	48	750	HE	48	750	-	-	-
germany	SPG	9	G.W. Tiger	500	30	16	16	295	-	-	-	40.2	-	-	HE	53	1100	HE	53	1100	-	-	-
uk	SPG	9	FV3805	450	50.8	50.8	50.8	275	-	-	-	15.8	-	-	HE	46	900	HE	46	900	-	-	-
usa	SPG	9	M53/M55	450	25.4	12.7	12.7	300	-	-	-	35.4	-	-	HE	52	1050	HE	52	1050	-	-	-
ussr	SPG	9	212�	460	60	60	60	270	-	-	-	43.4	-	-	HE	52	1050	HE	52	1050	-	-	-
france	TD	9	AMX 50 Foch	1550	180	40	40	380	-	-	-	9.1	-	-	AP	257	400	APCR	325	400	HE	65	515
germany	TD	9	Waffenträger auf Pz. IV	1600	80	30	20	370	-	-	-	18.8	-	-	AP	246	750	HEAT	334	750	HE	85	950
germany	TD	9	Waffenträger auf Pz. IV	1600	80	30	20	370	-	-	-	18.8	-	-	AP	215	750	HEAT	334	750	HE	85	950
germany	TD	9	Waffenträger auf Pz. IV	1600	80	30	20	370	-	-	-	12	-	-	AP	276	560	APCR	352	560	HE	65	700
germany	TD	9	Waffenträger auf Pz. IV	1600	80	30	20	370	-	-	-	11.8	-	-	AP	246	490	APCR	311	490	HE	65	630
germany	TD	9	Jagdtiger	2100	250	80	80	390	-	-	-	12	-	-	AP	276	560	APCR	352	560	HE	65	700
germany	TD	9	Jagdtiger	2100	250	80	80	390	-	-	-	11.8	-	-	AP	246	490	APCR	311	490	HE	65	630
sweden	TD	9	Strv 103-0	1500	40	30	30	360	-	-	-	7.5	-	-	APCR	288	390	APCR	330	390	HE	53	480
sweden	TD	9	Strv 103-0	1500	40	30	30	360	-	-	-	7.5	-	-	APCR	308	390	APCR	350	390	HE	53	480
uk	TD	9	Tortoise	2000	228.6	152.4	101.6	390	-	-	-	9.9	-	-	AP	259	400	APCR	326	400	HE	120	515
uk	TD	9	FV4004 Conway	1500	76.2	50.8	38.1	380	-	-	-	9.9	-	-	AP	259	400	APCR	326	400	HE	120	515
usa	TD	9	T95	1800	305	152.4	50.8	380	-	-	-	18.2	-	-	AP	276	750	APCR	320	750	HE	90	950
usa	TD	9	T95	1800	305	152.4	50.8	380	-	-	-	10	-	-	AP	248	400	APCR	297	400	HE	60	515
usa	TD	9	T30	1650	102	76	51	380	-	-	-	18.2	-	-	AP	276	750	APCR	320	750	HE	90	950
usa	TD	9	T30	1650	102	76	51	380	-	-	-	10	-	-	AP	248	400	APCR	297	400	HE	60	515
ussr	TD	9	Object 704	1600	120	90	60	360	-	-	-	17.6	-	-	AP	286	750	APCR	329	750	HE	90	950
ussr	TD	9	SU-122-54	1530	100	80	45	390	-	-	-	12.5	-	-	AP	258	440	HEAT	340	440	HE	68	530
china	HT	10	113	2300	120	120	70	400	290	180	80	12.3	-	-	AP	249	440	HEAT	340	440	HE	68	530
france	HT	10	AMX 50 B	2100	170	30	30	400	100	50	30	10.2	-	-	AP	257	400	APCR	325	400	HE	65	515
germany	HT	10	E 100	2700	200	120	150	400	250	150	150	18.8	-	-	AP	246	750	HEAT	334	750	HE	85	950
germany	HT	10	E 100	2700	200	120	150	400	250	150	150	14.7	-	-	AP	246	490	APCR	311	490	HE	65	630
germany	HT	10	Maus	3200	200	185	160	400	260	210	210	14.7	-	-	AP	246	490	APCR	311	490	HE	65	630
germany	HT	10	VK 72.01 (K)	2500	240	160	120	400	200	160	120	18.8	-	-	AP	246	750	HEAT	334	750	HE	85	950
germany	HT	10	Pz.Kpfw. VII	2500	240	160	120	400	200	160	120	12	-	-	AP	258	560	APCR	315	560	HE	65	700
japan	HT	10	Type 5 Heavy	2900	270	160	150	400	280	210	200	20	-	-	HE	75	1400	HE	75	1100	-	-	-
japan	HT	10	Type 5 Heavy	2900	270	160	150	400	280	210	200	13.5	-	-	AP	249	600	AP	282	600	HE	70	770
sweden	HT	10	Kranvagn	2000	90	70	37	390	225	70	37	10	-	-	APCR	252	400	HEAT	300	400	HE	60	515
uk	HT	10	FV215b	2500	152.4	101.6	76.2	410	254	152.4	101.6	9.9	-	-	AP	259	400	APCR	326	400	HE	120	515
usa	HT	10	T57 Heavy Tank	2250	228.6	44.5	44.5	400	152.4	127	50.8	10.9	-	-	AP	258	400	HEAT	340	400	HE	60	515
usa	HT	10	T110E5	2200	254	76.2	38.1	400	203.2	127	76.2	10.9	-	-	AP	258	400	HEAT	340	400	HE	60	515
ussr	HT	10	Object 260	2100	150	150	70	400	350	240	100	12.5	-	-	APCR	260	440	HEAT	340	440	HE	68	530
ussr	HT	10	IS-4	2500	140	160	100	400	250	200	170	12.5	-	-	AP	258	440	HEAT	340	440	HE	68	530
ussr	HT	10	IS-7	2150	150	150	100	400	240	185	94	15.4	-	-	AP	250	490	APCR	303	490	HE	68	640
china	LT	10	WZ-132-1	1500	50	25	20	400	200	160	65	7.5	-	-	APCR	246	390	HEAT	280	390	HE	53	480
france	LT	10	AMX 13 105	1400	50	20	15	390	40	20	20	10	-	-	APCR	234	360	HEAT	280	360	HE	53	440
germany	LT	10	Rheinmetall Panzerwagen	1600	30	30	8	420	20	20	20	7.5	-	-	APCR	242	360	HEAT	280	360	HE	120	440
usa	LT	10	XM551 Sheridan	1600	14.3	31.8	12.7	420	38.1	15.9	15.9	20	-	-	HEAT	152	700	HE	76	910	HE	85	910
usa	LT	10	XM551 Sheridan	1600	14.3	31.8	12.7	420	38.1	15.9	15.9	7.5	-	-	APCR	236	360	HEAT	280	360	HE	53	440
ussr	LT	10	T-100 LT	1500	90	40	40	390	180	40	40	7	-	-	AP	248	300	APCR	230	300	HE	50	360
china	MT	10	121	1950	120	80	60	400	240	130	60	11	-	-	AP	258	440	HEAT	340	440	HE	68	530
china	MT	10	121B	1950	130	80	60	400	240	160	60	7.5	-	-	APCR	261	390	HEAT	330	390	HE	105	480
czech	MT	10	TVP T 50/51	1800	65	40	30	410	120	80	60	4	-	-	APCR	248	320	HEAT	310	320	HE	50	420
france	MT	10	Bat.-Châtillon 25 t	1800	60	40	30	400	50	30	15	10.2	-	-	APCR	259	390	HEAT	330	390	HE	53	480
france	MT	10	AMX 30 B	1900	80	35	30	410	80	40	30	10.2	-	-	APCR	260	390	HEAT	320	390	HE	53	480
germany	MT	10	E 50 Ausf. M	2050	150	80	80	400	185	80	80	9.7	-	-	APCR	270	390	HEAT	330	390	HE	60	510
germany	MT	10	Leopard 1	1950	70	35	25	410	52	60	60	7.5	-	-	APCR	268	390	HEAT	330	390	HE	53	480
japan	MT	10	STB-1	1950	110	35	25	410	132	132	37	7.5	-	-	APCR	258	390	HEAT	330	390	HE	53	480
uk	MT	10	Centurion Action X	1950	120.7	50.8	31.8	410	198.1	152.4	95.3	7.5	-	-	APCR	268	390	HEAT	330	390	HE	105	480
usa	MT	10	M48A1 Patton	2000	152.4	76.2	38.1	420	177.8	76.2	50.8	8.5	-	-	APCR	268	390	HEAT	330	390	HE	53	480
usa	MT	10	M60	2000	93.2	73.7	25.4	420	177.8	76.2	50.8	8.5	-	-	APCR	268	390	HEAT	330	390	HE	53	480
usa	MT	10	T95E6	2000	114.3	50.8	19	410	342.9	76.2	50.8	11	-	-	AP	258	400	HEAT	340	400	HE	60	515
ussr	MT	10	T-62A	1950	100	80	45	400	240	161	65	7.1	-	-	APCR	264	320	HEAT	330	320	HE	50	420
ussr	MT	10	Object 430	2000	120	80	40	400	248	185	63	7.1	-	-	APCR	264	320	HEAT	330	320	HE	50	420
ussr	MT	10	T-22 medium	1900	100	80	80	400	230	170	140	8.1	-	-	APCR	264	320	HEAT	330	320	HE	50	420
ussr	MT	10	Object 140	1900	100	80	55	400	240	187	65	7.1	-	-	APCR	264	320	HEAT	330	320	HE	50	420
ussr	MT	10	Object 907	2000	110	100	45	400	228	180	46	8.1	-	-	APCR	264	320	HEAT	330	320	HE	50	420
france	SPG	10	Bat.-Châtillon 155 58	490	50	30	20	280	-	-	-	17.8	-	-	HE	48	750	HE	48	750	-	-	-
germany	SPG	10	G.W. E 100	550	80	50	40	310	-	-	-	37.2	-	-	HE	53	1100	HE	53	1100	-	-	-
uk	SPG	10	Conqueror Gun Carriage	530	130	50.8	76.2	290	-	-	-	15.8	-	-	HE	59	1200	HE	59	1200	-	-	-
usa	SPG	10	T92 HMC	500	25.4	25.4	12.7	310	-	-	-	46.8	-	-	HE	60	1300	HE	60	1300	-	-	-
ussr	SPG	10	Object 261	510	75	50	30	300	-	-	-	29.7	-	-	HE	45	900	HE	45	900	-	-	-
france	TD	10	AMX 50 Foch (155)	1850	180	40	40	380	-	-	-	17.1	-	-	AP	293	750	HEAT	395	750	HE	90	1100
germany	TD	10	Grille 15	1800	30	16	20	390	-	-	-	4	-	-	AP	279	750	HEAT	334	750	HE	75	950
germany	TD	10	Jagdpanzer E 100	2200	200	120	150	390	-	-	-	18.8	-	-	AP	299	1050	HEAT	420	1050	HE	85	1400
sweden	TD	10	Strv 103B	1800	40	30	30	360	-	-	-	7.5	-	-	APCR	308	390	APCR	350	390	HE	53	480
uk	TD	10	FV215b (183)	2000	152.4	50.8	76.2	390	-	-	-	18.2	-	-	AP	310	1150	HE	92	1750	HE	230	1750
uk	TD	10	FV4005 Stage II	1850	76.2	50.8	38.1	390	-	-	-	18.2	-	-	AP	310	1150	HE	92	1750	HE	230	1750
usa	TD	10	T110E4	2000	260	76	38	390	-	-	-	18.2	-	-	AP	295	750	APCR	375	750	HE	90	1100
usa	TD	10	T110E3	2050	305	76	38	390	-	-	-	18.2	-	-	AP	295	750	APCR	375	750	HE	90	1100
ussr	TD	10	Object 268	1950	187	100	50	370	-	-	-	16.5	-	-	AP	303	750	HEAT	395	750	HE	90	1100
ussr	TD	10	Object 263	1900	250	80	50	390	-	-	-	40	-	-	AP	290	550	APCR	330	550	HE	75	750
